"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:20:58,0.094,0.063,99.593,0.250,0.0,0.0,0.0,0.0,1003766.0,31492.0,64.0,0.0,64.0,0.0,260.0,0.0,1004442.0,31492.0,784306176.0,270589952.0,3345092608.0,29218693120.0,0.0,1421312.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1433600.0,0.980,0.710,0.510,528384.0,33553895424.0,24.100,0.0,0.0,1.600,24.600
06-05 12:20:59,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,1314982.0,40494.0,0.0,0.0,261.0,0.0,64.0,0.0,1315819.0,40494.0,784138240.0,270589952.0,3346403328.0,29217550336.0,0.0,1409024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409024.0,0.980,0.710,0.510,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:21:00,0.063,0.063,99.781,0.094,0.0,0.0,0.0,0.0,750620.0,27194.0,64.0,0.0,64.0,0.0,64.0,0.0,751100.0,27194.0,784101376.0,270589952.0,3347075072.0,29216915456.0,0.0,868352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868352.0,0.980,0.710,0.510,528384.0,33553895424.0,19.600,0.0,0.0,0.0,19.600
06-05 12:21:01,0.063,0.063,99.562,0.281,0.0,0.031,64.0,0.0,1168438.0,35844.0,0.0,0.0,0.0,0.0,0.0,0.0,1168758.0,35844.0,784101376.0,270598144.0,3348082688.0,29215899648.0,0.0,1245184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245184.0,0.980,0.710,0.510,528384.0,33553895424.0,24.0,0.0,0.0,0.0,24.0
06-05 12:21:02,0.063,0.063,99.593,0.282,0.0,0.0,0.0,0.0,1134730.0,35366.0,64.0,0.0,64.0,0.0,64.0,0.0,1135114.0,35366.0,784158720.0,270598144.0,3349098496.0,29214826496.0,0.0,1298432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298432.0,0.990,0.710,0.520,528384.0,33553895424.0,21.800,0.0,0.0,0.0,21.800
06-05 12:21:03,0.063,0.094,99.531,0.313,0.0,0.0,64.0,0.0,901478.0,30338.0,0.0,0.0,0.0,0.0,0.0,0.0,901670.0,30338.0,783454208.0,270598144.0,3350544384.0,29214085120.0,0.0,1343488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343488.0,0.990,0.710,0.520,528384.0,33553895424.0,25.900,0.0,0.0,0.0,25.900
06-05 12:21:04,0.094,0.031,99.593,0.282,0.0,0.0,0.0,0.0,1161836.0,36644.0,64.0,0.0,64.0,0.0,64.0,0.0,1162472.0,36644.0,783499264.0,270606336.0,3350999040.0,29213577216.0,0.0,1134592.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1146880.0,0.990,0.710,0.520,528384.0,33553895424.0,20.400,0.0,0.0,1.700,22.100
06-05 12:21:05,0.031,0.063,99.781,0.125,0.0,0.0,64.0,0.0,926420.0,30142.0,0.0,0.0,0.0,0.0,0.0,0.0,926612.0,30142.0,783454208.0,270606336.0,3351805952.0,29212815360.0,0.0,1118208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118208.0,0.990,0.710,0.520,528384.0,33553895424.0,17.900,0.0,0.0,0.0,17.900
06-05 12:21:06,0.063,0.063,99.531,0.313,0.0,0.031,0.0,0.0,1420378.0,41184.0,64.0,0.0,64.0,0.0,64.0,0.0,1420762.0,41184.0,783441920.0,270610432.0,3353092096.0,29211537408.0,0.0,1474560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474560.0,0.990,0.710,0.520,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:21:07,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,925222.0,31400.0,0.0,0.0,0.0,0.0,0.0,0.0,925478.0,31400.0,783364096.0,270610432.0,3353804800.0,29210902528.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,1.070,0.730,0.520,528384.0,33553895424.0,26.200,0.0,0.0,0.0,26.200
06-05 12:21:08,0.063,0.094,99.406,0.438,0.0,0.0,0.0,0.0,1245426.0,38686.0,64.0,0.0,64.0,0.0,64.0,0.0,1245938.0,38686.0,783204352.0,270610432.0,3355041792.0,29209825280.0,0.0,1536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536000.0,1.070,0.730,0.520,528384.0,33553895424.0,26.600,0.0,0.0,0.0,26.600
06-05 12:21:09,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,1012743.0,32528.0,64.0,0.0,64.0,0.0,0.0,0.0,1013255.0,32528.0,783183872.0,270610432.0,3355951104.0,29208936448.0,0.0,1105920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105920.0,1.070,0.730,0.520,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:21:10,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,1026524.0,32706.0,0.0,0.0,0.0,0.0,64.0,0.0,1026908.0,32706.0,783536128.0,270618624.0,3356860416.0,29207666688.0,0.0,1183744.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1196032.0,1.070,0.730,0.520,528384.0,33553895424.0,22.900,0.0,0.0,1.500,23.900
06-05 12:21:11,0.031,0.031,99.531,0.375,0.0,0.031,64.0,0.0,1161604.0,35996.0,64.0,0.0,64.0,0.0,0.0,0.0,1162116.0,35996.0,783155200.0,270626816.0,3357851648.0,29207048192.0,0.0,1200128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200128.0,1.070,0.730,0.520,528384.0,33553895424.0,27.200,0.0,0.0,0.0,27.200
06-05 12:21:12,0.063,0.156,99.500,0.281,0.0,0.0,0.0,0.0,1231866.0,36018.0,0.0,0.0,0.0,0.0,64.0,0.0,1232314.0,36018.0,784007168.0,270635008.0,3375783936.0,29188255744.0,0.0,18149376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18149376.0,0.980,0.720,0.520,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:21:13,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,940948.0,30524.0,64.0,0.0,64.0,0.0,0.0,0.0,941460.0,30524.0,784052224.0,270635008.0,3376627712.0,29187366912.0,0.0,1150976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150976.0,0.980,0.720,0.520,528384.0,33553895424.0,20.900,0.0,0.0,0.0,20.900
06-05 12:21:14,0.063,0.094,99.562,0.281,0.0,0.0,260.0,0.0,1533484.0,44644.0,0.0,0.0,0.0,0.0,64.0,0.0,1534192.0,44644.0,784027648.0,270635008.0,3377922048.0,29186097152.0,0.0,1601536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601536.0,0.980,0.720,0.520,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:21:15,0.063,0.031,99.781,0.125,0.0,0.0,64.0,0.0,1120908.0,34152.0,64.0,0.0,64.0,0.0,0.0,0.0,1121420.0,34152.0,783929344.0,270635008.0,3379027968.0,29185089536.0,0.0,1060864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060864.0,0.980,0.720,0.520,528384.0,33553895424.0,20.200,0.0,0.0,0.0,20.200
06-05 12:21:16,0.063,0.094,99.437,0.406,0.0,0.0,0.0,0.0,865394.0,28952.0,261.0,0.0,0.0,0.0,64.0,0.0,866167.0,28952.0,783863808.0,270643200.0,3379855360.0,29184319488.0,0.0,1032192.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1044480.0,0.980,0.720,0.520,528384.0,33553895424.0,25.200,0.0,0.0,1.700,26.900
06-05 12:21:17,0.031,0.031,99.656,0.282,0.0,0.0,64.0,0.0,904724.0,29430.0,64.0,0.0,64.0,0.0,0.0,0.0,905300.0,29430.0,783904768.0,270647296.0,3380699136.0,29183430656.0,0.0,1011712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011712.0,0.980,0.730,0.520,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:21:18,0.094,0.063,99.500,0.344,0.0,0.0,64.0,0.0,1003202.0,32318.0,0.0,0.0,0.0,0.0,64.0,0.0,1003586.0,32318.0,783679488.0,270647296.0,3382194176.0,29182160896.0,0.0,2441216.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,2453504.0,0.980,0.730,0.520,528384.0,33553895424.0,28.0,0.0,0.0,1.600,28.100
06-05 12:21:19,0.063,0.031,99.625,0.282,0.0,0.0,0.0,0.0,1176218.0,36924.0,64.0,0.0,64.0,0.0,0.0,0.0,1176748.0,36924.0,783785984.0,270647296.0,3382595584.0,29181652992.0,0.0,1114112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114112.0,0.980,0.730,0.520,528384.0,33553895424.0,26.800,0.0,0.0,0.0,26.800
06-05 12:21:20,0.094,0.063,99.468,0.375,0.0,0.0,64.0,0.0,1060644.0,33978.0,0.0,0.0,0.0,0.0,64.0,0.0,1061102.0,33978.0,783474688.0,270647296.0,3384303616.0,29180256256.0,0.0,1388544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388544.0,0.980,0.730,0.520,528384.0,33553895424.0,27.0,0.0,0.0,0.0,27.0
06-05 12:21:21,0.063,0.031,99.593,0.313,0.0,0.0,0.0,0.0,1208278.0,37002.0,64.0,0.0,64.0,0.0,64.0,0.0,1208790.0,37002.0,783687680.0,270647296.0,3384725504.0,29179621376.0,0.0,1069056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069056.0,0.980,0.730,0.520,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:21:22,0.063,0.063,99.406,0.469,0.0,0.0,64.0,0.0,1008602.0,31918.0,0.0,0.0,0.0,0.0,0.0,0.0,1008922.0,31918.0,783593472.0,270659584.0,3385569280.0,29178859520.0,0.0,1167360.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,1191936.0,0.980,0.730,0.530,528384.0,33553895424.0,27.0,0.0,0.0,3.0,27.600
06-05 12:21:23,0.094,0.062,99.406,0.406,0.0,0.031,0.0,0.0,993184.0,32502.0,64.0,0.0,64.0,0.0,64.0,0.0,993696.0,32502.0,783638528.0,270659584.0,3386404864.0,29177978880.0,0.0,2899968.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,2908160.0,0.980,0.730,0.530,528384.0,33553895424.0,29.700,0.0,0.0,2.200,29.700
06-05 12:21:24,0.063,0.094,99.531,0.313,0.0,0.0,64.0,0.0,1210642.0,37720.0,0.0,0.0,0.0,0.0,0.0,0.0,1211036.0,37720.0,783507456.0,270659584.0,3388186624.0,29176328192.0,0.0,1511424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511424.0,0.980,0.730,0.530,528384.0,33553895424.0,26.600,0.0,0.0,0.0,26.600
06-05 12:21:25,0.063,0.031,99.625,0.281,0.0,0.0,0.0,0.0,1108014.0,34412.0,64.0,0.0,64.0,0.0,64.0,0.0,1108526.0,34412.0,783699968.0,270659584.0,3388502016.0,29175820288.0,0.0,991232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991232.0,0.980,0.730,0.530,528384.0,33553895424.0,25.200,0.0,0.0,0.0,25.200
06-05 12:21:26,0.063,0.094,99.687,0.156,0.0,0.0,64.0,0.0,891344.0,29862.0,0.0,0.0,0.0,0.0,0.0,0.0,891664.0,29862.0,783704064.0,270659584.0,3389394944.0,29174923264.0,0.0,1003520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003520.0,0.980,0.730,0.530,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:21:27,0.094,0.031,99.625,0.250,0.0,0.0,0.0,0.0,1003444.0,32686.0,64.0,0.0,64.0,0.0,324.0,0.0,1004216.0,32686.0,783687680.0,270667776.0,3390164992.0,29174161408.0,0.0,1347584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347584.0,0.980,0.740,0.530,528384.0,33553895424.0,25.700,0.0,0.0,0.0,25.700
06-05 12:21:28,0.031,0.156,99.406,0.375,0.0,0.031,64.0,0.0,1308568.0,37050.0,0.0,0.0,325.0,0.0,0.0,0.0,1309441.0,37050.0,784330752.0,270684160.0,3408171008.0,29155495936.0,0.0,18067456.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,18079744.0,0.980,0.740,0.530,528384.0,33553895424.0,25.0,0.0,0.0,1.800,26.800
06-05 12:21:29,0.063,0.031,99.687,0.219,0.0,0.0,0.0,0.0,872992.0,29956.0,64.0,0.0,0.0,0.0,64.0,0.0,873440.0,29956.0,784334848.0,270684160.0,3408924672.0,29154738176.0,0.0,999424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999424.0,0.980,0.740,0.530,528384.0,33553895424.0,26.100,0.0,0.0,0.0,26.100
06-05 12:21:30,0.031,0.063,99.750,0.156,0.0,0.0,64.0,0.0,923924.0,29710.0,0.0,0.0,64.0,0.0,0.0,0.0,924372.0,29710.0,784404480.0,270684160.0,3409743872.0,29153849344.0,0.0,1224704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224704.0,0.980,0.740,0.530,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:21:31,0.094,0.063,99.656,0.188,0.0,0.0,0.0,0.0,1184308.0,37440.0,64.0,0.0,0.0,0.0,64.0,0.0,1185008.0,37440.0,784371712.0,270684160.0,3410792448.0,29152833536.0,0.0,1208320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208320.0,0.980,0.740,0.530,528384.0,33553895424.0,24.200,0.0,0.0,0.0,24.200
06-05 12:21:32,0.063,0.094,99.656,0.188,0.0,0.0,64.0,0.0,1105662.0,34914.0,0.0,0.0,64.0,0.0,0.0,0.0,1106046.0,34914.0,784314368.0,270684160.0,3412500480.0,29151182848.0,0.0,1392640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392640.0,0.990,0.740,0.530,528384.0,33553895424.0,24.700,0.0,0.0,0.0,24.700
06-05 12:21:33,0.063,0.031,99.531,0.344,0.0,0.031,64.0,0.0,1107298.0,33694.0,64.0,0.0,0.0,0.0,64.0,0.0,1107810.0,33694.0,784596992.0,270692352.0,3412844544.0,29150547968.0,0.0,1130496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130496.0,0.990,0.740,0.530,528384.0,33553895424.0,25.300,0.0,0.0,0.0,25.300
06-05 12:21:34,0.063,0.063,99.687,0.188,0.0,0.0,0.0,0.0,905284.0,30440.0,64.0,0.0,64.0,0.0,0.0,0.0,906360.0,30440.0,784588800.0,270700544.0,3413606400.0,29149786112.0,0.0,1015808.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1028096.0,0.990,0.740,0.530,528384.0,33553895424.0,24.0,0.0,0.0,1.400,25.300
06-05 12:21:35,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,878616.0,29378.0,0.0,0.0,0.0,0.0,64.0,0.0,879128.0,29378.0,784556032.0,270700544.0,3414392832.0,29149032448.0,0.0,1146880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146880.0,0.990,0.740,0.530,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:21:36,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,926268.0,31718.0,64.0,0.0,64.0,0.0,64.0,0.0,927523.0,31718.0,784535552.0,270700544.0,3415310336.0,29148135424.0,0.0,1126400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126400.0,0.990,0.740,0.530,528384.0,33553895424.0,27.500,0.0,0.0,0.0,27.500
06-05 12:21:37,0.063,0.094,99.312,0.532,0.0,0.0,64.0,0.0,1057984.0,36272.0,0.0,0.0,0.0,0.0,0.0,0.0,1058646.0,36272.0,784519168.0,270700544.0,3416088576.0,29147373568.0,0.0,1167360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409024.0,0.990,0.740,0.530,528384.0,33553895424.0,27.700,0.0,0.0,0.0,34.400
06-05 12:21:38,0.094,0.094,99.562,0.250,0.0,0.0,0.0,0.0,1050489.0,33616.0,64.0,0.0,64.0,0.0,64.0,0.0,1052448.0,33680.0,784351232.0,270708736.0,3417010176.0,29146611712.0,0.0,1339392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339392.0,0.990,0.740,0.530,528384.0,33553895424.0,31.700,0.0,0.0,0.0,31.700
06-05 12:21:39,0.031,0.063,99.625,0.282,0.0,0.0,64.0,0.0,1062420.0,33318.0,0.0,0.0,0.0,0.0,0.0,0.0,1063737.0,33318.0,784347136.0,270708736.0,3417903104.0,29145722880.0,0.0,1196032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196032.0,0.990,0.740,0.530,528384.0,33553895424.0,23.700,0.0,0.0,0.0,23.700
06-05 12:21:40,0.094,0.094,99.375,0.438,0.0,0.0,260.0,0.0,1337232.0,41854.0,64.0,0.0,64.0,0.0,64.0,0.0,1338564.0,41854.0,784269312.0,270716928.0,3419115520.0,29144580096.0,0.0,1355776.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1368064.0,0.990,0.740,0.530,528384.0,33553895424.0,28.700,0.0,0.0,1.500,30.200
06-05 12:21:41,0.063,0.031,99.625,0.281,0.0,0.0,64.0,0.0,822600.0,28156.0,0.0,0.0,0.0,0.0,0.0,0.0,823103.0,28156.0,784150528.0,270716928.0,3419869184.0,29143945216.0,0.0,876544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876544.0,0.990,0.740,0.530,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:21:42,0.031,0.063,99.656,0.250,0.0,0.0,0.0,0.0,770330.0,25810.0,64.0,0.0,64.0,0.0,64.0,0.0,771598.0,25810.0,784080896.0,270716928.0,3420573696.0,29143310336.0,0.0,1015808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015808.0,0.990,0.750,0.540,528384.0,33553895424.0,23.900,0.0,0.0,0.0,23.900
06-05 12:21:43,0.031,0.063,99.593,0.281,0.0,0.031,64.0,0.0,868058.0,29200.0,261.0,0.0,0.0,0.0,0.0,0.0,868575.0,29200.0,783958016.0,270721024.0,3421319168.0,29142683648.0,0.0,1003520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,0.990,0.750,0.540,528384.0,33553895424.0,23.200,0.0,0.0,0.0,24.400
06-05 12:21:44,0.094,0.063,99.468,0.375,0.0,0.0,0.0,0.0,1103146.0,34806.0,64.0,0.0,64.0,0.0,64.0,0.0,1103841.0,34806.0,783974400.0,270721024.0,3422318592.0,29141667840.0,0.0,1318912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318912.0,0.990,0.750,0.540,528384.0,33553895424.0,25.400,0.0,0.0,0.0,25.400
06-05 12:21:45,0.031,0.063,99.625,0.281,0.0,0.0,64.0,0.0,930828.0,31534.0,0.0,0.0,0.0,0.0,0.0,0.0,931148.0,31534.0,783941632.0,270721024.0,3423113216.0,29140905984.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794624.0,0.990,0.750,0.540,528384.0,33553895424.0,19.400,0.0,0.0,0.0,19.400
06-05 12:21:46,0.063,0.125,99.593,0.219,0.0,0.0,0.0,0.0,858652.0,25502.0,64.0,0.0,64.0,0.0,64.0,0.0,859475.0,25502.0,784920576.0,270733312.0,3440664576.0,29122363392.0,0.0,17862656.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,17874944.0,0.990,0.750,0.540,528384.0,33553895424.0,20.100,0.0,0.0,1.700,21.800
06-05 12:21:47,0.094,0.031,99.750,0.125,0.0,0.0,64.0,0.0,777962.0,27106.0,0.0,0.0,0.0,0.0,0.0,0.0,778346.0,27106.0,784711680.0,270733312.0,3441889280.0,29121347584.0,0.0,1122304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122304.0,0.990,0.750,0.540,528384.0,33553895424.0,16.900,0.0,0.0,0.0,16.900
06-05 12:21:48,0.063,0.063,99.718,0.156,0.0,0.0,0.0,0.0,820114.0,29236.0,64.0,0.0,64.0,0.0,64.0,0.0,820937.0,29236.0,784916480.0,270733312.0,3442065408.0,29120966656.0,0.0,1789952.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1802240.0,0.990,0.750,0.540,528384.0,33553895424.0,23.200,0.0,0.0,2.800,23.300
06-05 12:21:49,0.031,0.063,99.687,0.188,0.0,0.031,64.0,0.0,1240164.0,38280.0,0.0,0.0,64.0,0.0,0.0,0.0,1240612.0,38280.0,784908288.0,270733312.0,3443089408.0,29119950848.0,0.0,1224704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224704.0,0.990,0.750,0.540,528384.0,33553895424.0,20.200,0.0,0.0,0.0,20.200
06-05 12:21:50,0.063,0.094,99.625,0.219,0.0,0.0,0.0,0.0,851364.0,28856.0,64.0,0.0,0.0,0.0,64.0,0.0,852123.0,28856.0,784916480.0,270733312.0,3443843072.0,29119188992.0,0.0,1118208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118208.0,0.990,0.750,0.540,528384.0,33553895424.0,19.0,0.0,0.0,0.0,19.0
06-05 12:21:51,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,779762.0,27214.0,64.0,0.0,64.0,0.0,0.0,0.0,780210.0,27214.0,785416192.0,270737408.0,3444482048.0,29118046208.0,0.0,1048576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048576.0,0.990,0.750,0.540,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:21:52,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,1047434.0,33196.0,0.0,0.0,0.0,0.0,64.0,0.0,1048129.0,33196.0,784838656.0,270745600.0,3445432320.0,29117665280.0,0.0,1019904.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,1044480.0,0.990,0.760,0.540,528384.0,33553895424.0,17.900,0.0,0.0,2.300,19.500
06-05 12:21:53,0.063,0.063,99.468,0.407,0.0,0.0,0.0,0.0,1089142.0,33274.0,64.0,0.0,64.0,0.0,64.0,0.0,1089526.0,33274.0,784842752.0,270745600.0,3446317056.0,29116776448.0,0.0,2756608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2756608.0,0.990,0.760,0.540,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:21:54,0.063,0.063,99.718,0.156,0.0,0.0,64.0,0.0,770694.0,26350.0,0.0,0.0,261.0,0.0,0.0,0.0,771522.0,26350.0,784670720.0,270745600.0,3446996992.0,29116268544.0,0.0,1097728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097728.0,0.990,0.760,0.540,528384.0,33553895424.0,19.600,0.0,0.0,0.0,19.600
06-05 12:21:55,0.125,0.188,99.312,0.344,0.0,0.031,0.0,0.0,1264652.0,39138.0,64.0,0.0,64.0,0.0,64.0,0.0,1265036.0,39138.0,786612224.0,270745600.0,3448127488.0,29113196544.0,0.0,1232896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232896.0,0.990,0.760,0.540,528384.0,33553895424.0,22.0,0.0,0.0,0.0,22.0
06-05 12:21:56,0.063,0.094,99.531,0.313,0.0,0.0,64.0,0.0,971024.0,31402.0,0.0,0.0,0.0,0.0,260.0,0.0,972193.0,31402.0,786505728.0,270753792.0,3448971264.0,29112451072.0,0.0,1085440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085440.0,0.990,0.760,0.540,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:21:57,0.063,0.063,99.593,0.281,0.0,0.0,0.0,0.0,738342.0,25910.0,64.0,0.0,64.0,0.0,64.0,0.0,738822.0,25910.0,786399232.0,270753792.0,3449585664.0,29111943168.0,0.0,1073152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073152.0,0.990,0.760,0.540,528384.0,33553895424.0,21.500,0.0,0.0,0.0,21.500
06-05 12:21:58,0.031,0.063,99.625,0.282,0.0,0.0,64.0,0.0,883528.0,30160.0,0.0,0.0,0.0,0.0,0.0,0.0,884443.0,30160.0,786432000.0,270761984.0,3450306560.0,29111181312.0,0.0,847872.0,0.0,0.0,0.0,0.0,0.0,28672.0,0.0,876544.0,0.990,0.760,0.540,528384.0,33553895424.0,24.900,0.0,0.0,3.200,25.600
06-05 12:21:59,0.094,0.063,99.625,0.219,0.0,0.0,0.0,0.0,1100832.0,35276.0,64.0,0.0,64.0,0.0,64.0,0.0,1101408.0,35276.0,786046976.0,270761984.0,3451453440.0,29110419456.0,0.0,1433600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433600.0,0.990,0.760,0.540,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:22:00,0.063,0.031,99.656,0.250,0.0,0.0,64.0,0.0,1132190.0,35004.0,0.0,0.0,0.0,0.0,0.0,0.0,1132918.0,35004.0,785952768.0,270761984.0,3452436480.0,29109530624.0,0.0,1167360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167360.0,0.990,0.760,0.540,528384.0,33553895424.0,25.200,0.0,0.0,0.0,25.200
06-05 12:22:01,0.094,0.062,99.469,0.375,0.0,0.0,0.0,0.0,920272.0,31006.0,64.0,0.0,64.0,0.0,64.0,0.0,920784.0,31006.0,785866752.0,270770176.0,3453149184.0,29108895744.0,0.0,1069056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069056.0,0.990,0.760,0.540,528384.0,33553895424.0,29.100,0.0,0.0,0.0,29.100
06-05 12:22:02,0.031,0.063,99.593,0.313,0.0,0.0,64.0,0.0,957596.0,31338.0,0.0,0.0,0.0,0.0,0.0,0.0,958100.0,31338.0,785387520.0,270770176.0,3454001152.0,29108523008.0,0.0,909312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909312.0,0.910,0.750,0.540,528384.0,33553895424.0,25.500,0.0,0.0,0.0,25.500
06-05 12:22:03,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,902186.0,29436.0,64.0,0.0,64.0,0.0,64.0,0.0,902634.0,29436.0,785461248.0,270770176.0,3454808064.0,29107642368.0,0.0,1359872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359872.0,0.910,0.750,0.540,528384.0,33553895424.0,25.700,0.0,0.0,0.0,25.700
06-05 12:22:04,0.063,0.094,99.437,0.375,0.0,0.031,64.0,0.0,854534.0,28018.0,0.0,0.0,0.0,0.0,0.0,0.0,855038.0,28018.0,786395136.0,270778368.0,3472150528.0,29089357824.0,0.0,17752064.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,17768448.0,0.910,0.750,0.540,528384.0,33553895424.0,26.500,0.0,0.0,1.700,26.700
